*font-awesome.txt*  Nerd Font Cheatsheets - Font Awesome

===============================================================================
																*font-awesome*
Nerd Font - Font Awesome ~

| Decimal | Unicode | Glyph |
| 61771   | \uf14b  |      | *nerdfont-61771* *nerdfont-uf14b* *nerdfont-*
| 61772   | \uf14c  |      | *nerdfont-61772* *nerdfont-uf14c* *nerdfont-*
| 61773   | \uf14d  |      | *nerdfont-61773* *nerdfont-uf14d* *nerdfont-*
| 61774   | \uf14e  |      | *nerdfont-61774* *nerdfont-uf14e* *nerdfont-*
| 61776   | \uf150  |      | *nerdfont-61776* *nerdfont-uf150* *nerdfont-*
| 61777   | \uf151  |      | *nerdfont-61777* *nerdfont-uf151* *nerdfont-*
| 61778   | \uf152  |      | *nerdfont-61778* *nerdfont-uf152* *nerdfont-*
| 61779   | \uf153  |      | *nerdfont-61779* *nerdfont-uf153* *nerdfont-*
| 61780   | \uf154  |      | *nerdfont-61780* *nerdfont-uf154* *nerdfont-*
| 61781   | \uf155  |      | *nerdfont-61781* *nerdfont-uf155* *nerdfont-*
| 61782   | \uf156  |      | *nerdfont-61782* *nerdfont-uf156* *nerdfont-*
| 61783   | \uf157  |      | *nerdfont-61783* *nerdfont-uf157* *nerdfont-*
| 61784   | \uf158  |      | *nerdfont-61784* *nerdfont-uf158* *nerdfont-*
| 61785   | \uf159  |      | *nerdfont-61785* *nerdfont-uf159* *nerdfont-*
| 61786   | \uf15a  |      | *nerdfont-61786* *nerdfont-uf15a* *nerdfont-*
| 61787   | \uf15b  |      | *nerdfont-61787* *nerdfont-uf15b* *nerdfont-*
| 61788   | \uf15c  |      | *nerdfont-61788* *nerdfont-uf15c* *nerdfont-*
| 61789   | \uf15d  |      | *nerdfont-61789* *nerdfont-uf15d* *nerdfont-*
| 61790   | \uf15e  |      | *nerdfont-61790* *nerdfont-uf15e* *nerdfont-*
| 61792   | \uf160  |      | *nerdfont-61792* *nerdfont-uf160* *nerdfont-*
| 61793   | \uf161  |      | *nerdfont-61793* *nerdfont-uf161* *nerdfont-*
| 61794   | \uf162  |      | *nerdfont-61794* *nerdfont-uf162* *nerdfont-*
| 61795   | \uf163  |      | *nerdfont-61795* *nerdfont-uf163* *nerdfont-*
| 61796   | \uf164  |      | *nerdfont-61796* *nerdfont-uf164* *nerdfont-*
| 61797   | \uf165  |      | *nerdfont-61797* *nerdfont-uf165* *nerdfont-*
| 61798   | \uf166  |      | *nerdfont-61798* *nerdfont-uf166* *nerdfont-*
| 61799   | \uf167  |      | *nerdfont-61799* *nerdfont-uf167* *nerdfont-*
| 61800   | \uf168  |      | *nerdfont-61800* *nerdfont-uf168* *nerdfont-*
| 61801   | \uf169  |      | *nerdfont-61801* *nerdfont-uf169* *nerdfont-*
| 61802   | \uf16a  |      | *nerdfont-61802* *nerdfont-uf16a* *nerdfont-*
| 61803   | \uf16b  |      | *nerdfont-61803* *nerdfont-uf16b* *nerdfont-*
| 61804   | \uf16c  |      | *nerdfont-61804* *nerdfont-uf16c* *nerdfont-*
| 61805   | \uf16d  |      | *nerdfont-61805* *nerdfont-uf16d* *nerdfont-*
| 61806   | \uf16e  |      | *nerdfont-61806* *nerdfont-uf16e* *nerdfont-*
| 61808   | \uf170  |      | *nerdfont-61808* *nerdfont-uf170* *nerdfont-*
| 61809   | \uf171  |      | *nerdfont-61809* *nerdfont-uf171* *nerdfont-*
| 61810   | \uf172  |      | *nerdfont-61810* *nerdfont-uf172* *nerdfont-*
| 61811   | \uf173  |      | *nerdfont-61811* *nerdfont-uf173* *nerdfont-*
| 61812   | \uf174  |      | *nerdfont-61812* *nerdfont-uf174* *nerdfont-*
| 61813   | \uf175  |      | *nerdfont-61813* *nerdfont-uf175* *nerdfont-*
| 61814   | \uf176  |      | *nerdfont-61814* *nerdfont-uf176* *nerdfont-*
| 61815   | \uf177  |      | *nerdfont-61815* *nerdfont-uf177* *nerdfont-*
| 61816   | \uf178  |      | *nerdfont-61816* *nerdfont-uf178* *nerdfont-*
| 61817   | \uf179  |      | *nerdfont-61817* *nerdfont-uf179* *nerdfont-*
| 61818   | \uf17a  |      | *nerdfont-61818* *nerdfont-uf17a* *nerdfont-*
| 61819   | \uf17b  |      | *nerdfont-61819* *nerdfont-uf17b* *nerdfont-*
| 61820   | \uf17c  |      | *nerdfont-61820* *nerdfont-uf17c* *nerdfont-*
| 61821   | \uf17d  |      | *nerdfont-61821* *nerdfont-uf17d* *nerdfont-*
| 61822   | \uf17e  |      | *nerdfont-61822* *nerdfont-uf17e* *nerdfont-*
| 61824   | \uf180  |      | *nerdfont-61824* *nerdfont-uf180* *nerdfont-*
| 61825   | \uf181  |      | *nerdfont-61825* *nerdfont-uf181* *nerdfont-*
| 61826   | \uf182  |      | *nerdfont-61826* *nerdfont-uf182* *nerdfont-*
| 61827   | \uf183  |      | *nerdfont-61827* *nerdfont-uf183* *nerdfont-*
| 61828   | \uf184  |      | *nerdfont-61828* *nerdfont-uf184* *nerdfont-*
| 61829   | \uf185  |      | *nerdfont-61829* *nerdfont-uf185* *nerdfont-*
| 61830   | \uf186  |      | *nerdfont-61830* *nerdfont-uf186* *nerdfont-*
| 61831   | \uf187  |      | *nerdfont-61831* *nerdfont-uf187* *nerdfont-*
| 61832   | \uf188  |      | *nerdfont-61832* *nerdfont-uf188* *nerdfont-*
| 61833   | \uf189  |      | *nerdfont-61833* *nerdfont-uf189* *nerdfont-*
| 61834   | \uf18a  |      | *nerdfont-61834* *nerdfont-uf18a* *nerdfont-*
| 61835   | \uf18b  |      | *nerdfont-61835* *nerdfont-uf18b* *nerdfont-*
| 61836   | \uf18c  |      | *nerdfont-61836* *nerdfont-uf18c* *nerdfont-*
| 61837   | \uf18d  |      | *nerdfont-61837* *nerdfont-uf18d* *nerdfont-*
| 61838   | \uf18e  |      | *nerdfont-61838* *nerdfont-uf18e* *nerdfont-*
| 61840   | \uf190  |      | *nerdfont-61840* *nerdfont-uf190* *nerdfont-*
| 61841   | \uf191  |      | *nerdfont-61841* *nerdfont-uf191* *nerdfont-*
| 61842   | \uf192  |      | *nerdfont-61842* *nerdfont-uf192* *nerdfont-*
| 61843   | \uf193  |      | *nerdfont-61843* *nerdfont-uf193* *nerdfont-*
| 61844   | \uf194  |      | *nerdfont-61844* *nerdfont-uf194* *nerdfont-*
| 61845   | \uf195  |      | *nerdfont-61845* *nerdfont-uf195* *nerdfont-*
| 61846   | \uf196  |      | *nerdfont-61846* *nerdfont-uf196* *nerdfont-*
| 61847   | \uf197  |      | *nerdfont-61847* *nerdfont-uf197* *nerdfont-*
| 61848   | \uf198  |      | *nerdfont-61848* *nerdfont-uf198* *nerdfont-*
| 61849   | \uf199  |      | *nerdfont-61849* *nerdfont-uf199* *nerdfont-*
| 61850   | \uf19a  |      | *nerdfont-61850* *nerdfont-uf19a* *nerdfont-*
| 61851   | \uf19b  |      | *nerdfont-61851* *nerdfont-uf19b* *nerdfont-*
| 61852   | \uf19c  |      | *nerdfont-61852* *nerdfont-uf19c* *nerdfont-*
| 61853   | \uf19d  |      | *nerdfont-61853* *nerdfont-uf19d* *nerdfont-*
| 61854   | \uf19e  |      | *nerdfont-61854* *nerdfont-uf19e* *nerdfont-*
| 61856   | \uf1a0  |      | *nerdfont-61856* *nerdfont-uf1a0* *nerdfont-*
| 61857   | \uf1a1  |      | *nerdfont-61857* *nerdfont-uf1a1* *nerdfont-*
| 61858   | \uf1a2  |      | *nerdfont-61858* *nerdfont-uf1a2* *nerdfont-*
| 61859   | \uf1a3  |      | *nerdfont-61859* *nerdfont-uf1a3* *nerdfont-*
| 61860   | \uf1a4  |      | *nerdfont-61860* *nerdfont-uf1a4* *nerdfont-*
| 61861   | \uf1a5  |      | *nerdfont-61861* *nerdfont-uf1a5* *nerdfont-*
| 61862   | \uf1a6  |      | *nerdfont-61862* *nerdfont-uf1a6* *nerdfont-*
| 61863   | \uf1a7  |      | *nerdfont-61863* *nerdfont-uf1a7* *nerdfont-*
| 61864   | \uf1a8  |      | *nerdfont-61864* *nerdfont-uf1a8* *nerdfont-*
| 61865   | \uf1a9  |      | *nerdfont-61865* *nerdfont-uf1a9* *nerdfont-*
| 61866   | \uf1aa  |      | *nerdfont-61866* *nerdfont-uf1aa* *nerdfont-*
| 61867   | \uf1ab  |      | *nerdfont-61867* *nerdfont-uf1ab* *nerdfont-*
| 61868   | \uf1ac  |      | *nerdfont-61868* *nerdfont-uf1ac* *nerdfont-*
| 61869   | \uf1ad  |      | *nerdfont-61869* *nerdfont-uf1ad* *nerdfont-*
| 61870   | \uf1ae  |      | *nerdfont-61870* *nerdfont-uf1ae* *nerdfont-*
| 61872   | \uf1b0  |      | *nerdfont-61872* *nerdfont-uf1b0* *nerdfont-*
| 61873   | \uf1b1  |      | *nerdfont-61873* *nerdfont-uf1b1* *nerdfont-*
| 61874   | \uf1b2  |      | *nerdfont-61874* *nerdfont-uf1b2* *nerdfont-*
| 61875   | \uf1b3  |      | *nerdfont-61875* *nerdfont-uf1b3* *nerdfont-*
| 61876   | \uf1b4  |      | *nerdfont-61876* *nerdfont-uf1b4* *nerdfont-*
| 61877   | \uf1b5  |      | *nerdfont-61877* *nerdfont-uf1b5* *nerdfont-*
| 61878   | \uf1b6  |      | *nerdfont-61878* *nerdfont-uf1b6* *nerdfont-*
| 61879   | \uf1b7  |      | *nerdfont-61879* *nerdfont-uf1b7* *nerdfont-*
| 61880   | \uf1b8  |      | *nerdfont-61880* *nerdfont-uf1b8* *nerdfont-*
| 61881   | \uf1b9  |      | *nerdfont-61881* *nerdfont-uf1b9* *nerdfont-*
| 61882   | \uf1ba  |      | *nerdfont-61882* *nerdfont-uf1ba* *nerdfont-*
| 61883   | \uf1bb  |      | *nerdfont-61883* *nerdfont-uf1bb* *nerdfont-*
| 61884   | \uf1bc  |      | *nerdfont-61884* *nerdfont-uf1bc* *nerdfont-*
| 61885   | \uf1bd  |      | *nerdfont-61885* *nerdfont-uf1bd* *nerdfont-*
| 61886   | \uf1be  |      | *nerdfont-61886* *nerdfont-uf1be* *nerdfont-*
| 61888   | \uf1c0  |      | *nerdfont-61888* *nerdfont-uf1c0* *nerdfont-*
| 61889   | \uf1c1  |      | *nerdfont-61889* *nerdfont-uf1c1* *nerdfont-*
| 61890   | \uf1c2  |      | *nerdfont-61890* *nerdfont-uf1c2* *nerdfont-*
| 61891   | \uf1c3  |      | *nerdfont-61891* *nerdfont-uf1c3* *nerdfont-*
| 61892   | \uf1c4  |      | *nerdfont-61892* *nerdfont-uf1c4* *nerdfont-*
| 61893   | \uf1c5  |      | *nerdfont-61893* *nerdfont-uf1c5* *nerdfont-*
| 61894   | \uf1c6  |      | *nerdfont-61894* *nerdfont-uf1c6* *nerdfont-*
| 61895   | \uf1c7  |      | *nerdfont-61895* *nerdfont-uf1c7* *nerdfont-*
| 61896   | \uf1c8  |      | *nerdfont-61896* *nerdfont-uf1c8* *nerdfont-*
| 61897   | \uf1c9  |      | *nerdfont-61897* *nerdfont-uf1c9* *nerdfont-*
| 61898   | \uf1ca  |      | *nerdfont-61898* *nerdfont-uf1ca* *nerdfont-*
| 61899   | \uf1cb  |      | *nerdfont-61899* *nerdfont-uf1cb* *nerdfont-*
| 61900   | \uf1cc  |      | *nerdfont-61900* *nerdfont-uf1cc* *nerdfont-*
| 61901   | \uf1cd  |      | *nerdfont-61901* *nerdfont-uf1cd* *nerdfont-*
| 61902   | \uf1ce  |      | *nerdfont-61902* *nerdfont-uf1ce* *nerdfont-*
| 61904   | \uf1d0  |      | *nerdfont-61904* *nerdfont-uf1d0* *nerdfont-*
| 61905   | \uf1d1  |      | *nerdfont-61905* *nerdfont-uf1d1* *nerdfont-*
| 61906   | \uf1d2  |      | *nerdfont-61906* *nerdfont-uf1d2* *nerdfont-*
| 61907   | \uf1d3  |      | *nerdfont-61907* *nerdfont-uf1d3* *nerdfont-*
| 61908   | \uf1d4  |      | *nerdfont-61908* *nerdfont-uf1d4* *nerdfont-*
| 61909   | \uf1d5  |      | *nerdfont-61909* *nerdfont-uf1d5* *nerdfont-*
| 61910   | \uf1d6  |      | *nerdfont-61910* *nerdfont-uf1d6* *nerdfont-*
| 61911   | \uf1d7  |      | *nerdfont-61911* *nerdfont-uf1d7* *nerdfont-*
| 61912   | \uf1d8  |      | *nerdfont-61912* *nerdfont-uf1d8* *nerdfont-*
| 61913   | \uf1d9  |      | *nerdfont-61913* *nerdfont-uf1d9* *nerdfont-*
| 61914   | \uf1da  |      | *nerdfont-61914* *nerdfont-uf1da* *nerdfont-*
| 61915   | \uf1db  |      | *nerdfont-61915* *nerdfont-uf1db* *nerdfont-*
| 61916   | \uf1dc  |      | *nerdfont-61916* *nerdfont-uf1dc* *nerdfont-*
| 61917   | \uf1dd  |      | *nerdfont-61917* *nerdfont-uf1dd* *nerdfont-*
| 61918   | \uf1de  |      | *nerdfont-61918* *nerdfont-uf1de* *nerdfont-*
| 61920   | \uf1e0  |      | *nerdfont-61920* *nerdfont-uf1e0* *nerdfont-*
| 61921   | \uf1e1  |      | *nerdfont-61921* *nerdfont-uf1e1* *nerdfont-*
| 61922   | \uf1e2  |      | *nerdfont-61922* *nerdfont-uf1e2* *nerdfont-*
| 61923   | \uf1e3  |      | *nerdfont-61923* *nerdfont-uf1e3* *nerdfont-*
| 61924   | \uf1e4  |      | *nerdfont-61924* *nerdfont-uf1e4* *nerdfont-*
| 61925   | \uf1e5  |      | *nerdfont-61925* *nerdfont-uf1e5* *nerdfont-*
| 61926   | \uf1e6  |      | *nerdfont-61926* *nerdfont-uf1e6* *nerdfont-*
| 61927   | \uf1e7  |      | *nerdfont-61927* *nerdfont-uf1e7* *nerdfont-*
| 61928   | \uf1e8  |      | *nerdfont-61928* *nerdfont-uf1e8* *nerdfont-*
| 61929   | \uf1e9  |      | *nerdfont-61929* *nerdfont-uf1e9* *nerdfont-*
| 61930   | \uf1ea  |      | *nerdfont-61930* *nerdfont-uf1ea* *nerdfont-*
| 61931   | \uf1eb  |      | *nerdfont-61931* *nerdfont-uf1eb* *nerdfont-*
| 61932   | \uf1ec  |      | *nerdfont-61932* *nerdfont-uf1ec* *nerdfont-*
| 61933   | \uf1ed  |      | *nerdfont-61933* *nerdfont-uf1ed* *nerdfont-*
| 61934   | \uf1ee  |      | *nerdfont-61934* *nerdfont-uf1ee* *nerdfont-*
| 61936   | \uf1f0  |      | *nerdfont-61936* *nerdfont-uf1f0* *nerdfont-*
| 61937   | \uf1f1  |      | *nerdfont-61937* *nerdfont-uf1f1* *nerdfont-*
| 61938   | \uf1f2  |      | *nerdfont-61938* *nerdfont-uf1f2* *nerdfont-*
| 61939   | \uf1f3  |      | *nerdfont-61939* *nerdfont-uf1f3* *nerdfont-*
| 61940   | \uf1f4  |      | *nerdfont-61940* *nerdfont-uf1f4* *nerdfont-*
| 61941   | \uf1f5  |      | *nerdfont-61941* *nerdfont-uf1f5* *nerdfont-*
| 61942   | \uf1f6  |      | *nerdfont-61942* *nerdfont-uf1f6* *nerdfont-*
| 61943   | \uf1f7  |      | *nerdfont-61943* *nerdfont-uf1f7* *nerdfont-*
| 61944   | \uf1f8  |      | *nerdfont-61944* *nerdfont-uf1f8* *nerdfont-*
| 61945   | \uf1f9  |      | *nerdfont-61945* *nerdfont-uf1f9* *nerdfont-*
| 61946   | \uf1fa  |      | *nerdfont-61946* *nerdfont-uf1fa* *nerdfont-*
| 61947   | \uf1fb  |      | *nerdfont-61947* *nerdfont-uf1fb* *nerdfont-*
| 61948   | \uf1fc  |      | *nerdfont-61948* *nerdfont-uf1fc* *nerdfont-*
| 61949   | \uf1fd  |      | *nerdfont-61949* *nerdfont-uf1fd* *nerdfont-*
| 61950   | \uf1fe  |      | *nerdfont-61950* *nerdfont-uf1fe* *nerdfont-*
| 61951   | \uf1ff  |      | *nerdfont-61951* *nerdfont-uf1ff* *nerdfont-*
| 61952   | \uf200  |      | *nerdfont-61952* *nerdfont-uf200* *nerdfont-*
| 61953   | \uf201  |      | *nerdfont-61953* *nerdfont-uf201* *nerdfont-*
| 61954   | \uf202  |      | *nerdfont-61954* *nerdfont-uf202* *nerdfont-*
| 61955   | \uf203  |      | *nerdfont-61955* *nerdfont-uf203* *nerdfont-*
| 61956   | \uf204  |      | *nerdfont-61956* *nerdfont-uf204* *nerdfont-*
| 61957   | \uf205  |      | *nerdfont-61957* *nerdfont-uf205* *nerdfont-*
| 61958   | \uf206  |      | *nerdfont-61958* *nerdfont-uf206* *nerdfont-*
| 61959   | \uf207  |      | *nerdfont-61959* *nerdfont-uf207* *nerdfont-*
| 61960   | \uf208  |      | *nerdfont-61960* *nerdfont-uf208* *nerdfont-*
| 61961   | \uf209  |      | *nerdfont-61961* *nerdfont-uf209* *nerdfont-*
| 61962   | \uf20a  |      | *nerdfont-61962* *nerdfont-uf20a* *nerdfont-*
| 61963   | \uf20b  |      | *nerdfont-61963* *nerdfont-uf20b* *nerdfont-*
| 61964   | \uf20c  |      | *nerdfont-61964* *nerdfont-uf20c* *nerdfont-*
| 61965   | \uf20d  |      | *nerdfont-61965* *nerdfont-uf20d* *nerdfont-*
| 61966   | \uf20e  |      | *nerdfont-61966* *nerdfont-uf20e* *nerdfont-*
| 61968   | \uf210  |      | *nerdfont-61968* *nerdfont-uf210* *nerdfont-*
| 61969   | \uf211  |      | *nerdfont-61969* *nerdfont-uf211* *nerdfont-*
| 61970   | \uf212  |      | *nerdfont-61970* *nerdfont-uf212* *nerdfont-*
| 61971   | \uf213  |      | *nerdfont-61971* *nerdfont-uf213* *nerdfont-*
| 61972   | \uf214  |      | *nerdfont-61972* *nerdfont-uf214* *nerdfont-*
| 61973   | \uf215  |      | *nerdfont-61973* *nerdfont-uf215* *nerdfont-*
| 61974   | \uf216  |      | *nerdfont-61974* *nerdfont-uf216* *nerdfont-*
| 61975   | \uf217  |      | *nerdfont-61975* *nerdfont-uf217* *nerdfont-*
| 61976   | \uf218  |      | *nerdfont-61976* *nerdfont-uf218* *nerdfont-*
| 61977   | \uf219  |      | *nerdfont-61977* *nerdfont-uf219* *nerdfont-*
| 61978   | \uf21a  |      | *nerdfont-61978* *nerdfont-uf21a* *nerdfont-*
| 61979   | \uf21b  |      | *nerdfont-61979* *nerdfont-uf21b* *nerdfont-*
| 61980   | \uf21c  |      | *nerdfont-61980* *nerdfont-uf21c* *nerdfont-*
| 61981   | \uf21d  |      | *nerdfont-61981* *nerdfont-uf21d* *nerdfont-*
| 61982   | \uf21e  |      | *nerdfont-61982* *nerdfont-uf21e* *nerdfont-*
| 61985   | \uf221  |      | *nerdfont-61985* *nerdfont-uf221* *nerdfont-*
| 61986   | \uf222  |      | *nerdfont-61986* *nerdfont-uf222* *nerdfont-*
| 61987   | \uf223  |      | *nerdfont-61987* *nerdfont-uf223* *nerdfont-*
| 61988   | \uf224  |      | *nerdfont-61988* *nerdfont-uf224* *nerdfont-*
| 61989   | \uf225  |      | *nerdfont-61989* *nerdfont-uf225* *nerdfont-*
| 61990   | \uf226  |      | *nerdfont-61990* *nerdfont-uf226* *nerdfont-*
| 61991   | \uf227  |      | *nerdfont-61991* *nerdfont-uf227* *nerdfont-*
| 61992   | \uf228  |      | *nerdfont-61992* *nerdfont-uf228* *nerdfont-*
| 61993   | \uf229  |      | *nerdfont-61993* *nerdfont-uf229* *nerdfont-*
| 61994   | \uf22a  |      | *nerdfont-61994* *nerdfont-uf22a* *nerdfont-*
| 61995   | \uf22b  |      | *nerdfont-61995* *nerdfont-uf22b* *nerdfont-*
| 61996   | \uf22c  |      | *nerdfont-61996* *nerdfont-uf22c* *nerdfont-*
| 61997   | \uf22d  |      | *nerdfont-61997* *nerdfont-uf22d* *nerdfont-*
| 62000   | \uf230  |      | *nerdfont-62000* *nerdfont-uf230* *nerdfont-*
| 62001   | \uf231  |      | *nerdfont-62001* *nerdfont-uf231* *nerdfont-*
| 62002   | \uf232  |      | *nerdfont-62002* *nerdfont-uf232* *nerdfont-*
| 62003   | \uf233  |      | *nerdfont-62003* *nerdfont-uf233* *nerdfont-*
| 62004   | \uf234  |      | *nerdfont-62004* *nerdfont-uf234* *nerdfont-*
| 62005   | \uf235  |      | *nerdfont-62005* *nerdfont-uf235* *nerdfont-*
| 62006   | \uf236  |      | *nerdfont-62006* *nerdfont-uf236* *nerdfont-*
| 62007   | \uf237  |      | *nerdfont-62007* *nerdfont-uf237* *nerdfont-*
| 62008   | \uf238  |      | *nerdfont-62008* *nerdfont-uf238* *nerdfont-*
| 62009   | \uf239  |      | *nerdfont-62009* *nerdfont-uf239* *nerdfont-*
| 62010   | \uf23a  |      | *nerdfont-62010* *nerdfont-uf23a* *nerdfont-*
| 62011   | \uf23b  |      | *nerdfont-62011* *nerdfont-uf23b* *nerdfont-*
| 62012   | \uf23c  |      | *nerdfont-62012* *nerdfont-uf23c* *nerdfont-*
| 62013   | \uf23d  |      | *nerdfont-62013* *nerdfont-uf23d* *nerdfont-*
| 62014   | \uf23e  |      | *nerdfont-62014* *nerdfont-uf23e* *nerdfont-*
| 62016   | \uf240  |      | *nerdfont-62016* *nerdfont-uf240* *nerdfont-*
| 62017   | \uf241  |      | *nerdfont-62017* *nerdfont-uf241* *nerdfont-*
| 62018   | \uf242  |      | *nerdfont-62018* *nerdfont-uf242* *nerdfont-*
| 62019   | \uf243  |      | *nerdfont-62019* *nerdfont-uf243* *nerdfont-*
| 62020   | \uf244  |      | *nerdfont-62020* *nerdfont-uf244* *nerdfont-*
| 62021   | \uf245  |      | *nerdfont-62021* *nerdfont-uf245* *nerdfont-*
| 62022   | \uf246  |      | *nerdfont-62022* *nerdfont-uf246* *nerdfont-*
| 62023   | \uf247  |      | *nerdfont-62023* *nerdfont-uf247* *nerdfont-*
| 62024   | \uf248  |      | *nerdfont-62024* *nerdfont-uf248* *nerdfont-*
| 62025   | \uf249  |      | *nerdfont-62025* *nerdfont-uf249* *nerdfont-*
| 62026   | \uf24a  |      | *nerdfont-62026* *nerdfont-uf24a* *nerdfont-*
| 62027   | \uf24b  |      | *nerdfont-62027* *nerdfont-uf24b* *nerdfont-*
| 62028   | \uf24c  |      | *nerdfont-62028* *nerdfont-uf24c* *nerdfont-*
| 62029   | \uf24d  |      | *nerdfont-62029* *nerdfont-uf24d* *nerdfont-*
| 62030   | \uf24e  |      | *nerdfont-62030* *nerdfont-uf24e* *nerdfont-*
| 62032   | \uf250  |      | *nerdfont-62032* *nerdfont-uf250* *nerdfont-*
| 62033   | \uf251  |      | *nerdfont-62033* *nerdfont-uf251* *nerdfont-*
| 62034   | \uf252  |      | *nerdfont-62034* *nerdfont-uf252* *nerdfont-*
| 62035   | \uf253  |      | *nerdfont-62035* *nerdfont-uf253* *nerdfont-*
| 62036   | \uf254  |      | *nerdfont-62036* *nerdfont-uf254* *nerdfont-*
| 62037   | \uf255  |      | *nerdfont-62037* *nerdfont-uf255* *nerdfont-*
| 62038   | \uf256  |      | *nerdfont-62038* *nerdfont-uf256* *nerdfont-*
| 62039   | \uf257  |      | *nerdfont-62039* *nerdfont-uf257* *nerdfont-*
| 62040   | \uf258  |      | *nerdfont-62040* *nerdfont-uf258* *nerdfont-*
| 62041   | \uf259  |      | *nerdfont-62041* *nerdfont-uf259* *nerdfont-*
| 62042   | \uf25a  |      | *nerdfont-62042* *nerdfont-uf25a* *nerdfont-*
| 62043   | \uf25b  |      | *nerdfont-62043* *nerdfont-uf25b* *nerdfont-*
| 62044   | \uf25c  |      | *nerdfont-62044* *nerdfont-uf25c* *nerdfont-*
| 62045   | \uf25d  |      | *nerdfont-62045* *nerdfont-uf25d* *nerdfont-*
| 62046   | \uf25e  |      | *nerdfont-62046* *nerdfont-uf25e* *nerdfont-*
| 62048   | \uf260  |      | *nerdfont-62048* *nerdfont-uf260* *nerdfont-*
| 62049   | \uf261  |      | *nerdfont-62049* *nerdfont-uf261* *nerdfont-*
| 62050   | \uf262  |      | *nerdfont-62050* *nerdfont-uf262* *nerdfont-*
| 62051   | \uf263  |      | *nerdfont-62051* *nerdfont-uf263* *nerdfont-*
| 62052   | \uf264  |      | *nerdfont-62052* *nerdfont-uf264* *nerdfont-*
| 62053   | \uf265  |      | *nerdfont-62053* *nerdfont-uf265* *nerdfont-*
| 62054   | \uf266  |      | *nerdfont-62054* *nerdfont-uf266* *nerdfont-*
| 62055   | \uf267  |      | *nerdfont-62055* *nerdfont-uf267* *nerdfont-*
| 62056   | \uf268  |      | *nerdfont-62056* *nerdfont-uf268* *nerdfont-*
| 62057   | \uf269  |      | *nerdfont-62057* *nerdfont-uf269* *nerdfont-*
| 62058   | \uf26a  |      | *nerdfont-62058* *nerdfont-uf26a* *nerdfont-*
| 62059   | \uf26b  |      | *nerdfont-62059* *nerdfont-uf26b* *nerdfont-*
| 62060   | \uf26c  |      | *nerdfont-62060* *nerdfont-uf26c* *nerdfont-*
| 62061   | \uf26d  |      | *nerdfont-62061* *nerdfont-uf26d* *nerdfont-*
| 62062   | \uf26e  |      | *nerdfont-62062* *nerdfont-uf26e* *nerdfont-*
| 62064   | \uf270  |      | *nerdfont-62064* *nerdfont-uf270* *nerdfont-*
| 62065   | \uf271  |      | *nerdfont-62065* *nerdfont-uf271* *nerdfont-*
| 62066   | \uf272  |      | *nerdfont-62066* *nerdfont-uf272* *nerdfont-*
| 62067   | \uf273  |      | *nerdfont-62067* *nerdfont-uf273* *nerdfont-*
| 62068   | \uf274  |      | *nerdfont-62068* *nerdfont-uf274* *nerdfont-*
| 62069   | \uf275  |      | *nerdfont-62069* *nerdfont-uf275* *nerdfont-*
| 62070   | \uf276  |      | *nerdfont-62070* *nerdfont-uf276* *nerdfont-*
| 62071   | \uf277  |      | *nerdfont-62071* *nerdfont-uf277* *nerdfont-*
| 62072   | \uf278  |      | *nerdfont-62072* *nerdfont-uf278* *nerdfont-*
| 62073   | \uf279  |      | *nerdfont-62073* *nerdfont-uf279* *nerdfont-*
| 62074   | \uf27a  |      | *nerdfont-62074* *nerdfont-uf27a* *nerdfont-*
| 62075   | \uf27b  |      | *nerdfont-62075* *nerdfont-uf27b* *nerdfont-*
| 62076   | \uf27c  |      | *nerdfont-62076* *nerdfont-uf27c* *nerdfont-*
| 62077   | \uf27d  |      | *nerdfont-62077* *nerdfont-uf27d* *nerdfont-*
| 62078   | \uf27e  |      | *nerdfont-62078* *nerdfont-uf27e* *nerdfont-*
| 62080   | \uf280  |      | *nerdfont-62080* *nerdfont-uf280* *nerdfont-*
| 62081   | \uf281  |      | *nerdfont-62081* *nerdfont-uf281* *nerdfont-*
| 62082   | \uf282  |      | *nerdfont-62082* *nerdfont-uf282* *nerdfont-*
| 62083   | \uf283  |      | *nerdfont-62083* *nerdfont-uf283* *nerdfont-*
| 62084   | \uf284  |      | *nerdfont-62084* *nerdfont-uf284* *nerdfont-*
| 62085   | \uf285  |      | *nerdfont-62085* *nerdfont-uf285* *nerdfont-*
| 62086   | \uf286  |      | *nerdfont-62086* *nerdfont-uf286* *nerdfont-*
| 62087   | \uf287  |      | *nerdfont-62087* *nerdfont-uf287* *nerdfont-*
| 62088   | \uf288  |      | *nerdfont-62088* *nerdfont-uf288* *nerdfont-*
| 62089   | \uf289  |      | *nerdfont-62089* *nerdfont-uf289* *nerdfont-*
| 62090   | \uf28a  |      | *nerdfont-62090* *nerdfont-uf28a* *nerdfont-*
| 62091   | \uf28b  |      | *nerdfont-62091* *nerdfont-uf28b* *nerdfont-*
| 62092   | \uf28c  |      | *nerdfont-62092* *nerdfont-uf28c* *nerdfont-*
| 62093   | \uf28d  |      | *nerdfont-62093* *nerdfont-uf28d* *nerdfont-*
| 62094   | \uf28e  |      | *nerdfont-62094* *nerdfont-uf28e* *nerdfont-*
| 62096   | \uf290  |      | *nerdfont-62096* *nerdfont-uf290* *nerdfont-*
