*iec-power-symbols.txt*  Nerd Font Cheatsheets - IEC Power Symbols

===============================================================================
														   *iec-power-symbols*
Nerd Font - IEC Power Symbols ~

| Decimal | Unicode | Glyph |
| 09521   | \u2531  | ┱     | *nerdfont-09521* *nerdfont-u2531* *nerdfont-┱*
| 09522   | \u2532  | ┲     | *nerdfont-09522* *nerdfont-u2532* *nerdfont-┲*
| 09523   | \u2533  | ┳     | *nerdfont-09523* *nerdfont-u2533* *nerdfont-┳*
| 09524   | \u2534  | ┴     | *nerdfont-09524* *nerdfont-u2534* *nerdfont-┴*
| 09525   | \u2535  | ┵     | *nerdfont-09525* *nerdfont-u2535* *nerdfont-┵*
| 09526   | \u2536  | ┶     | *nerdfont-09526* *nerdfont-u2536* *nerdfont-┶*
| 09527   | \u2537  | ┷     | *nerdfont-09527* *nerdfont-u2537* *nerdfont-┷*
| 09528   | \u2538  | ┸     | *nerdfont-09528* *nerdfont-u2538* *nerdfont-┸*
| 09529   | \u2539  | ┹     | *nerdfont-09529* *nerdfont-u2539* *nerdfont-┹*
| 09530   | \u253a  | ┺     | *nerdfont-09530* *nerdfont-u253a* *nerdfont-┺*
| 09531   | \u253b  | ┻     | *nerdfont-09531* *nerdfont-u253b* *nerdfont-┻*
| 09532   | \u253c  | ┼     | *nerdfont-09532* *nerdfont-u253c* *nerdfont-┼*
| 09533   | \u253d  | ┽     | *nerdfont-09533* *nerdfont-u253d* *nerdfont-┽*
| 09534   | \u253e  | ┾     | *nerdfont-09534* *nerdfont-u253e* *nerdfont-┾*
| 09535   | \u253f  | ┿     | *nerdfont-09535* *nerdfont-u253f* *nerdfont-┿*
| 09536   | \u2540  | ╀     | *nerdfont-09536* *nerdfont-u2540* *nerdfont-╀*
| 09537   | \u2541  | ╁     | *nerdfont-09537* *nerdfont-u2541* *nerdfont-╁*
| 09538   | \u2542  | ╂     | *nerdfont-09538* *nerdfont-u2542* *nerdfont-╂*
| 09539   | \u2543  | ╃     | *nerdfont-09539* *nerdfont-u2543* *nerdfont-╃*
| 09540   | \u2544  | ╄     | *nerdfont-09540* *nerdfont-u2544* *nerdfont-╄*
| 09541   | \u2545  | ╅     | *nerdfont-09541* *nerdfont-u2545* *nerdfont-╅*
| 09542   | \u2546  | ╆     | *nerdfont-09542* *nerdfont-u2546* *nerdfont-╆*
| 09543   | \u2547  | ╇     | *nerdfont-09543* *nerdfont-u2547* *nerdfont-╇*
| 09544   | \u2548  | ╈     | *nerdfont-09544* *nerdfont-u2548* *nerdfont-╈*
| 09545   | \u2549  | ╉     | *nerdfont-09545* *nerdfont-u2549* *nerdfont-╉*
| 09546   | \u254a  | ╊     | *nerdfont-09546* *nerdfont-u254a* *nerdfont-╊*
| 09547   | \u254b  | ╋     | *nerdfont-09547* *nerdfont-u254b* *nerdfont-╋*
| 09548   | \u254c  | ╌     | *nerdfont-09548* *nerdfont-u254c* *nerdfont-╌*
| 09549   | \u254d  | ╍     | *nerdfont-09549* *nerdfont-u254d* *nerdfont-╍*
| 09550   | \u254e  | ╎     | *nerdfont-09550* *nerdfont-u254e* *nerdfont-╎*
| 09551   | \u254f  | ╏     | *nerdfont-09551* *nerdfont-u254f* *nerdfont-╏*
| 09552   | \u2550  | ═     | *nerdfont-09552* *nerdfont-u2550* *nerdfont-═*
| 09553   | \u2551  | ║     | *nerdfont-09553* *nerdfont-u2551* *nerdfont-║*
| 09554   | \u2552  | ╒     | *nerdfont-09554* *nerdfont-u2552* *nerdfont-╒*
| 09555   | \u2553  | ╓     | *nerdfont-09555* *nerdfont-u2553* *nerdfont-╓*
| 09556   | \u2554  | ╔     | *nerdfont-09556* *nerdfont-u2554* *nerdfont-╔*
| 09557   | \u2555  | ╕     | *nerdfont-09557* *nerdfont-u2555* *nerdfont-╕*
| 09558   | \u2556  | ╖     | *nerdfont-09558* *nerdfont-u2556* *nerdfont-╖*
| 09559   | \u2557  | ╗     | *nerdfont-09559* *nerdfont-u2557* *nerdfont-╗*
| 09560   | \u2558  | ╘     | *nerdfont-09560* *nerdfont-u2558* *nerdfont-╘*
| 09561   | \u2559  | ╙     | *nerdfont-09561* *nerdfont-u2559* *nerdfont-╙*
| 09562   | \u255a  | ╚     | *nerdfont-09562* *nerdfont-u255a* *nerdfont-╚*
| 09563   | \u255b  | ╛     | *nerdfont-09563* *nerdfont-u255b* *nerdfont-╛*
| 09564   | \u255c  | ╜     | *nerdfont-09564* *nerdfont-u255c* *nerdfont-╜*
| 09565   | \u255d  | ╝     | *nerdfont-09565* *nerdfont-u255d* *nerdfont-╝*
| 09566   | \u255e  | ╞     | *nerdfont-09566* *nerdfont-u255e* *nerdfont-╞*
| 09567   | \u255f  | ╟     | *nerdfont-09567* *nerdfont-u255f* *nerdfont-╟*
| 09568   | \u2560  | ╠     | *nerdfont-09568* *nerdfont-u2560* *nerdfont-╠*
| 09569   | \u2561  | ╡     | *nerdfont-09569* *nerdfont-u2561* *nerdfont-╡*
| 09570   | \u2562  | ╢     | *nerdfont-09570* *nerdfont-u2562* *nerdfont-╢*
| 09571   | \u2563  | ╣     | *nerdfont-09571* *nerdfont-u2563* *nerdfont-╣*
| 09572   | \u2564  | ╤     | *nerdfont-09572* *nerdfont-u2564* *nerdfont-╤*
| 09573   | \u2565  | ╥     | *nerdfont-09573* *nerdfont-u2565* *nerdfont-╥*
| 09574   | \u2566  | ╦     | *nerdfont-09574* *nerdfont-u2566* *nerdfont-╦*
| 09575   | \u2567  | ╧     | *nerdfont-09575* *nerdfont-u2567* *nerdfont-╧*
| 09576   | \u2568  | ╨     | *nerdfont-09576* *nerdfont-u2568* *nerdfont-╨*
| 09577   | \u2569  | ╩     | *nerdfont-09577* *nerdfont-u2569* *nerdfont-╩*
| 09578   | \u256a  | ╪     | *nerdfont-09578* *nerdfont-u256a* *nerdfont-╪*
| 09579   | \u256b  | ╫     | *nerdfont-09579* *nerdfont-u256b* *nerdfont-╫*
| 09580   | \u256c  | ╬     | *nerdfont-09580* *nerdfont-u256c* *nerdfont-╬*
| 09581   | \u256d  | ╭     | *nerdfont-09581* *nerdfont-u256d* *nerdfont-╭*
| 09582   | \u256e  | ╮     | *nerdfont-09582* *nerdfont-u256e* *nerdfont-╮*
| 09583   | \u256f  | ╯     | *nerdfont-09583* *nerdfont-u256f* *nerdfont-╯*
| 09584   | \u2570  | ╰     | *nerdfont-09584* *nerdfont-u2570* *nerdfont-╰*
| 09585   | \u2571  | ╱     | *nerdfont-09585* *nerdfont-u2571* *nerdfont-╱*
| 09586   | \u2572  | ╲     | *nerdfont-09586* *nerdfont-u2572* *nerdfont-╲*
| 09587   | \u2573  | ╳     | *nerdfont-09587* *nerdfont-u2573* *nerdfont-╳*
| 09588   | \u2574  | ╴     | *nerdfont-09588* *nerdfont-u2574* *nerdfont-╴*
| 09589   | \u2575  | ╵     | *nerdfont-09589* *nerdfont-u2575* *nerdfont-╵*
| 09590   | \u2576  | ╶     | *nerdfont-09590* *nerdfont-u2576* *nerdfont-╶*
| 09591   | \u2577  | ╷     | *nerdfont-09591* *nerdfont-u2577* *nerdfont-╷*
| 09592   | \u2578  | ╸     | *nerdfont-09592* *nerdfont-u2578* *nerdfont-╸*
| 09593   | \u2579  | ╹     | *nerdfont-09593* *nerdfont-u2579* *nerdfont-╹*
| 09594   | \u257a  | ╺     | *nerdfont-09594* *nerdfont-u257a* *nerdfont-╺*
| 09595   | \u257b  | ╻     | *nerdfont-09595* *nerdfont-u257b* *nerdfont-╻*
| 09596   | \u257c  | ╼     | *nerdfont-09596* *nerdfont-u257c* *nerdfont-╼*
| 09597   | \u257d  | ╽     | *nerdfont-09597* *nerdfont-u257d* *nerdfont-╽*
| 09598   | \u257e  | ╾     | *nerdfont-09598* *nerdfont-u257e* *nerdfont-╾*
| 09599   | \u257f  | ╿     | *nerdfont-09599* *nerdfont-u257f* *nerdfont-╿*
| 09600   | \u2580  | ▀     | *nerdfont-09600* *nerdfont-u2580* *nerdfont-▀*
| 09601   | \u2581  | ▁     | *nerdfont-09601* *nerdfont-u2581* *nerdfont-▁*
| 09602   | \u2582  | ▂     | *nerdfont-09602* *nerdfont-u2582* *nerdfont-▂*
| 09603   | \u2583  | ▃     | *nerdfont-09603* *nerdfont-u2583* *nerdfont-▃*
| 09604   | \u2584  | ▄     | *nerdfont-09604* *nerdfont-u2584* *nerdfont-▄*
| 09605   | \u2585  | ▅     | *nerdfont-09605* *nerdfont-u2585* *nerdfont-▅*
| 09606   | \u2586  | ▆     | *nerdfont-09606* *nerdfont-u2586* *nerdfont-▆*
| 09607   | \u2587  | ▇     | *nerdfont-09607* *nerdfont-u2587* *nerdfont-▇*
| 09608   | \u2588  | █     | *nerdfont-09608* *nerdfont-u2588* *nerdfont-█*
| 09609   | \u2589  | ▉     | *nerdfont-09609* *nerdfont-u2589* *nerdfont-▉*
| 09610   | \u258a  | ▊     | *nerdfont-09610* *nerdfont-u258a* *nerdfont-▊*
| 09611   | \u258b  | ▋     | *nerdfont-09611* *nerdfont-u258b* *nerdfont-▋*
| 09612   | \u258c  | ▌     | *nerdfont-09612* *nerdfont-u258c* *nerdfont-▌*
| 09613   | \u258d  | ▍     | *nerdfont-09613* *nerdfont-u258d* *nerdfont-▍*
| 09614   | \u258e  | ▎     | *nerdfont-09614* *nerdfont-u258e* *nerdfont-▎*
| 09615   | \u258f  | ▏     | *nerdfont-09615* *nerdfont-u258f* *nerdfont-▏*
| 09616   | \u2590  | ▐     | *nerdfont-09616* *nerdfont-u2590* *nerdfont-▐*
| 09617   | \u2591  | ░     | *nerdfont-09617* *nerdfont-u2591* *nerdfont-░*
| 09618   | \u2592  | ▒     | *nerdfont-09618* *nerdfont-u2592* *nerdfont-▒*
| 09619   | \u2593  | ▓     | *nerdfont-09619* *nerdfont-u2593* *nerdfont-▓*
| 09620   | \u2594  | ▔     | *nerdfont-09620* *nerdfont-u2594* *nerdfont-▔*
| 09621   | \u2595  | ▕     | *nerdfont-09621* *nerdfont-u2595* *nerdfont-▕*
| 09622   | \u2596  | ▖     | *nerdfont-09622* *nerdfont-u2596* *nerdfont-▖*
| 09623   | \u2597  | ▗     | *nerdfont-09623* *nerdfont-u2597* *nerdfont-▗*
| 09624   | \u2598  | ▘     | *nerdfont-09624* *nerdfont-u2598* *nerdfont-▘*
| 09625   | \u2599  | ▙     | *nerdfont-09625* *nerdfont-u2599* *nerdfont-▙*
| 09626   | \u259a  | ▚     | *nerdfont-09626* *nerdfont-u259a* *nerdfont-▚*
| 09627   | \u259b  | ▛     | *nerdfont-09627* *nerdfont-u259b* *nerdfont-▛*
| 09628   | \u259c  | ▜     | *nerdfont-09628* *nerdfont-u259c* *nerdfont-▜*
| 09629   | \u259d  | ▝     | *nerdfont-09629* *nerdfont-u259d* *nerdfont-▝*
| 09630   | \u259e  | ▞     | *nerdfont-09630* *nerdfont-u259e* *nerdfont-▞*
| 09631   | \u259f  | ▟     | *nerdfont-09631* *nerdfont-u259f* *nerdfont-▟*
| 09632   | \u25a0  | ■     | *nerdfont-09632* *nerdfont-u25a0* *nerdfont-■*
| 09633   | \u25a1  | □     | *nerdfont-09633* *nerdfont-u25a1* *nerdfont-□*
| 09634   | \u25a2  | ▢     | *nerdfont-09634* *nerdfont-u25a2* *nerdfont-▢*
| 09635   | \u25a3  | ▣     | *nerdfont-09635* *nerdfont-u25a3* *nerdfont-▣*
| 09636   | \u25a4  | ▤     | *nerdfont-09636* *nerdfont-u25a4* *nerdfont-▤*
| 09637   | \u25a5  | ▥     | *nerdfont-09637* *nerdfont-u25a5* *nerdfont-▥*
| 09638   | \u25a6  | ▦     | *nerdfont-09638* *nerdfont-u25a6* *nerdfont-▦*
| 09639   | \u25a7  | ▧     | *nerdfont-09639* *nerdfont-u25a7* *nerdfont-▧*
| 09640   | \u25a8  | ▨     | *nerdfont-09640* *nerdfont-u25a8* *nerdfont-▨*
| 09641   | \u25a9  | ▩     | *nerdfont-09641* *nerdfont-u25a9* *nerdfont-▩*
| 09642   | \u25aa  | ▪     | *nerdfont-09642* *nerdfont-u25aa* *nerdfont-▪*
| 09643   | \u25ab  | ▫     | *nerdfont-09643* *nerdfont-u25ab* *nerdfont-▫*
| 09644   | \u25ac  | ▬     | *nerdfont-09644* *nerdfont-u25ac* *nerdfont-▬*
| 09645   | \u25ad  | ▭     | *nerdfont-09645* *nerdfont-u25ad* *nerdfont-▭*
| 09646   | \u25ae  | ▮     | *nerdfont-09646* *nerdfont-u25ae* *nerdfont-▮*
| 09647   | \u25af  | ▯     | *nerdfont-09647* *nerdfont-u25af* *nerdfont-▯*
| 09648   | \u25b0  | ▰     | *nerdfont-09648* *nerdfont-u25b0* *nerdfont-▰*
| 09649   | \u25b1  | ▱     | *nerdfont-09649* *nerdfont-u25b1* *nerdfont-▱*
| 09650   | \u25b2  | ▲     | *nerdfont-09650* *nerdfont-u25b2* *nerdfont-▲*
| 09651   | \u25b3  | △     | *nerdfont-09651* *nerdfont-u25b3* *nerdfont-△*
| 09652   | \u25b4  | ▴     | *nerdfont-09652* *nerdfont-u25b4* *nerdfont-▴*
| 09653   | \u25b5  | ▵     | *nerdfont-09653* *nerdfont-u25b5* *nerdfont-▵*
| 09654   | \u25b6  | ▶     | *nerdfont-09654* *nerdfont-u25b6* *nerdfont-▶*
| 09655   | \u25b7  | ▷     | *nerdfont-09655* *nerdfont-u25b7* *nerdfont-▷*
| 09656   | \u25b8  | ▸     | *nerdfont-09656* *nerdfont-u25b8* *nerdfont-▸*
| 09657   | \u25b9  | ▹     | *nerdfont-09657* *nerdfont-u25b9* *nerdfont-▹*
| 09658   | \u25ba  | ►     | *nerdfont-09658* *nerdfont-u25ba* *nerdfont-►*
| 09659   | \u25bb  | ▻     | *nerdfont-09659* *nerdfont-u25bb* *nerdfont-▻*
| 09660   | \u25bc  | ▼     | *nerdfont-09660* *nerdfont-u25bc* *nerdfont-▼*
| 09661   | \u25bd  | ▽     | *nerdfont-09661* *nerdfont-u25bd* *nerdfont-▽*
| 09662   | \u25be  | ▾     | *nerdfont-09662* *nerdfont-u25be* *nerdfont-▾*
| 09663   | \u25bf  | ▿     | *nerdfont-09663* *nerdfont-u25bf* *nerdfont-▿*
| 09664   | \u25c0  | ◀     | *nerdfont-09664* *nerdfont-u25c0* *nerdfont-◀*
| 09665   | \u25c1  | ◁     | *nerdfont-09665* *nerdfont-u25c1* *nerdfont-◁*
| 09666   | \u25c2  | ◂     | *nerdfont-09666* *nerdfont-u25c2* *nerdfont-◂*
| 09667   | \u25c3  | ◃     | *nerdfont-09667* *nerdfont-u25c3* *nerdfont-◃*
| 09668   | \u25c4  | ◄     | *nerdfont-09668* *nerdfont-u25c4* *nerdfont-◄*
| 09669   | \u25c5  | ◅     | *nerdfont-09669* *nerdfont-u25c5* *nerdfont-◅*
| 09670   | \u25c6  | ◆     | *nerdfont-09670* *nerdfont-u25c6* *nerdfont-◆*
| 09671   | \u25c7  | ◇     | *nerdfont-09671* *nerdfont-u25c7* *nerdfont-◇*
| 09672   | \u25c8  | ◈     | *nerdfont-09672* *nerdfont-u25c8* *nerdfont-◈*
| 09673   | \u25c9  | ◉     | *nerdfont-09673* *nerdfont-u25c9* *nerdfont-◉*
| 09674   | \u25ca  | ◊     | *nerdfont-09674* *nerdfont-u25ca* *nerdfont-◊*
| 09675   | \u25cb  | ○     | *nerdfont-09675* *nerdfont-u25cb* *nerdfont-○*
| 09676   | \u25cc  | ◌     | *nerdfont-09676* *nerdfont-u25cc* *nerdfont-◌*
| 09677   | \u25cd  | ◍     | *nerdfont-09677* *nerdfont-u25cd* *nerdfont-◍*
| 09678   | \u25ce  | ◎     | *nerdfont-09678* *nerdfont-u25ce* *nerdfont-◎*
| 09679   | \u25cf  | ●     | *nerdfont-09679* *nerdfont-u25cf* *nerdfont-●*
| 09680   | \u25d0  | ◐     | *nerdfont-09680* *nerdfont-u25d0* *nerdfont-◐*
| 09681   | \u25d1  | ◑     | *nerdfont-09681* *nerdfont-u25d1* *nerdfont-◑*
| 09682   | \u25d2  | ◒     | *nerdfont-09682* *nerdfont-u25d2* *nerdfont-◒*
| 09683   | \u25d3  | ◓     | *nerdfont-09683* *nerdfont-u25d3* *nerdfont-◓*
| 09684   | \u25d4  | ◔     | *nerdfont-09684* *nerdfont-u25d4* *nerdfont-◔*
| 09685   | \u25d5  | ◕     | *nerdfont-09685* *nerdfont-u25d5* *nerdfont-◕*
| 09686   | \u25d6  | ◖     | *nerdfont-09686* *nerdfont-u25d6* *nerdfont-◖*
| 09687   | \u25d7  | ◗     | *nerdfont-09687* *nerdfont-u25d7* *nerdfont-◗*
| 09688   | \u25d8  | ◘     | *nerdfont-09688* *nerdfont-u25d8* *nerdfont-◘*
| 09689   | \u25d9  | ◙     | *nerdfont-09689* *nerdfont-u25d9* *nerdfont-◙*
| 09690   | \u25da  | ◚     | *nerdfont-09690* *nerdfont-u25da* *nerdfont-◚*
| 09691   | \u25db  | ◛     | *nerdfont-09691* *nerdfont-u25db* *nerdfont-◛*
| 09692   | \u25dc  | ◜     | *nerdfont-09692* *nerdfont-u25dc* *nerdfont-◜*
| 09693   | \u25dd  | ◝     | *nerdfont-09693* *nerdfont-u25dd* *nerdfont-◝*
| 09694   | \u25de  | ◞     | *nerdfont-09694* *nerdfont-u25de* *nerdfont-◞*
| 09695   | \u25df  | ◟     | *nerdfont-09695* *nerdfont-u25df* *nerdfont-◟*
| 09696   | \u25e0  | ◠     | *nerdfont-09696* *nerdfont-u25e0* *nerdfont-◠*
| 09697   | \u25e1  | ◡     | *nerdfont-09697* *nerdfont-u25e1* *nerdfont-◡*
| 09698   | \u25e2  | ◢     | *nerdfont-09698* *nerdfont-u25e2* *nerdfont-◢*
| 09699   | \u25e3  | ◣     | *nerdfont-09699* *nerdfont-u25e3* *nerdfont-◣*
| 09700   | \u25e4  | ◤     | *nerdfont-09700* *nerdfont-u25e4* *nerdfont-◤*
| 09701   | \u25e5  | ◥     | *nerdfont-09701* *nerdfont-u25e5* *nerdfont-◥*
| 09702   | \u25e6  | ◦     | *nerdfont-09702* *nerdfont-u25e6* *nerdfont-◦*
| 09703   | \u25e7  | ◧     | *nerdfont-09703* *nerdfont-u25e7* *nerdfont-◧*
| 09704   | \u25e8  | ◨     | *nerdfont-09704* *nerdfont-u25e8* *nerdfont-◨*
| 09705   | \u25e9  | ◩     | *nerdfont-09705* *nerdfont-u25e9* *nerdfont-◩*
| 09706   | \u25ea  | ◪     | *nerdfont-09706* *nerdfont-u25ea* *nerdfont-◪*
| 09707   | \u25eb  | ◫     | *nerdfont-09707* *nerdfont-u25eb* *nerdfont-◫*
| 09708   | \u25ec  | ◬     | *nerdfont-09708* *nerdfont-u25ec* *nerdfont-◬*
| 09709   | \u25ed  | ◭     | *nerdfont-09709* *nerdfont-u25ed* *nerdfont-◭*
| 09710   | \u25ee  | ◮     | *nerdfont-09710* *nerdfont-u25ee* *nerdfont-◮*
| 09711   | \u25ef  | ◯     | *nerdfont-09711* *nerdfont-u25ef* *nerdfont-◯*
| 09712   | \u25f0  | ◰     | *nerdfont-09712* *nerdfont-u25f0* *nerdfont-◰*
| 09713   | \u25f1  | ◱     | *nerdfont-09713* *nerdfont-u25f1* *nerdfont-◱*
| 09714   | \u25f2  | ◲     | *nerdfont-09714* *nerdfont-u25f2* *nerdfont-◲*
| 09715   | \u25f3  | ◳     | *nerdfont-09715* *nerdfont-u25f3* *nerdfont-◳*
| 09716   | \u25f4  | ◴     | *nerdfont-09716* *nerdfont-u25f4* *nerdfont-◴*
| 09717   | \u25f5  | ◵     | *nerdfont-09717* *nerdfont-u25f5* *nerdfont-◵*
| 09718   | \u25f6  | ◶     | *nerdfont-09718* *nerdfont-u25f6* *nerdfont-◶*
| 09719   | \u25f7  | ◷     | *nerdfont-09719* *nerdfont-u25f7* *nerdfont-◷*
| 09720   | \u25f8  | ◸     | *nerdfont-09720* *nerdfont-u25f8* *nerdfont-◸*
| 09721   | \u25f9  | ◹     | *nerdfont-09721* *nerdfont-u25f9* *nerdfont-◹*
| 09722   | \u25fa  | ◺     | *nerdfont-09722* *nerdfont-u25fa* *nerdfont-◺*
| 09723   | \u25fb  | ◻     | *nerdfont-09723* *nerdfont-u25fb* *nerdfont-◻*
| 09724   | \u25fc  | ◼     | *nerdfont-09724* *nerdfont-u25fc* *nerdfont-◼*
| 09725   | \u25fd  | ◽    | *nerdfont-09725* *nerdfont-u25fd* *nerdfont-◽*
| 09726   | \u25fe  | ◾    | *nerdfont-09726* *nerdfont-u25fe* *nerdfont-◾*
| 09727   | \u25ff  | ◿     | *nerdfont-09727* *nerdfont-u25ff* *nerdfont-◿*
| 09728   | \u2600  | ☀     | *nerdfont-09728* *nerdfont-u2600* *nerdfont-☀*
| 09729   | \u2601  | ☁     | *nerdfont-09729* *nerdfont-u2601* *nerdfont-☁*
| 09730   | \u2602  | ☂     | *nerdfont-09730* *nerdfont-u2602* *nerdfont-☂*
| 09731   | \u2603  | ☃     | *nerdfont-09731* *nerdfont-u2603* *nerdfont-☃*
| 09732   | \u2604  | ☄     | *nerdfont-09732* *nerdfont-u2604* *nerdfont-☄*
| 09733   | \u2605  | ★     | *nerdfont-09733* *nerdfont-u2605* *nerdfont-★*
| 09734   | \u2606  | ☆     | *nerdfont-09734* *nerdfont-u2606* *nerdfont-☆*
| 09735   | \u2607  | ☇     | *nerdfont-09735* *nerdfont-u2607* *nerdfont-☇*
| 09736   | \u2608  | ☈     | *nerdfont-09736* *nerdfont-u2608* *nerdfont-☈*
| 09737   | \u2609  | ☉     | *nerdfont-09737* *nerdfont-u2609* *nerdfont-☉*
| 09738   | \u260a  | ☊     | *nerdfont-09738* *nerdfont-u260a* *nerdfont-☊*
| 09739   | \u260b  | ☋     | *nerdfont-09739* *nerdfont-u260b* *nerdfont-☋*
| 09740   | \u260c  | ☌     | *nerdfont-09740* *nerdfont-u260c* *nerdfont-☌*
| 09741   | \u260d  | ☍     | *nerdfont-09741* *nerdfont-u260d* *nerdfont-☍*
| 09742   | \u260e  | ☎     | *nerdfont-09742* *nerdfont-u260e* *nerdfont-☎*
| 09743   | \u260f  | ☏     | *nerdfont-09743* *nerdfont-u260f* *nerdfont-☏*
| 09744   | \u2610  | ☐     | *nerdfont-09744* *nerdfont-u2610* *nerdfont-☐*
| 09745   | \u2611  | ☑     | *nerdfont-09745* *nerdfont-u2611* *nerdfont-☑*
| 09746   | \u2612  | ☒     | *nerdfont-09746* *nerdfont-u2612* *nerdfont-☒*
| 09747   | \u2613  | ☓     | *nerdfont-09747* *nerdfont-u2613* *nerdfont-☓*
| 09748   | \u2614  | ☔    | *nerdfont-09748* *nerdfont-u2614* *nerdfont-☔*
| 09749   | \u2615  | ☕    | *nerdfont-09749* *nerdfont-u2615* *nerdfont-☕*
| 09750   | \u2616  | ☖     | *nerdfont-09750* *nerdfont-u2616* *nerdfont-☖*
| 09751   | \u2617  | ☗     | *nerdfont-09751* *nerdfont-u2617* *nerdfont-☗*
| 09752   | \u2618  | ☘     | *nerdfont-09752* *nerdfont-u2618* *nerdfont-☘*
| 09753   | \u2619  | ☙     | *nerdfont-09753* *nerdfont-u2619* *nerdfont-☙*
| 09754   | \u261a  | ☚     | *nerdfont-09754* *nerdfont-u261a* *nerdfont-☚*
| 09755   | \u261b  | ☛     | *nerdfont-09755* *nerdfont-u261b* *nerdfont-☛*
| 09756   | \u261c  | ☜     | *nerdfont-09756* *nerdfont-u261c* *nerdfont-☜*
| 09757   | \u261d  | ☝     | *nerdfont-09757* *nerdfont-u261d* *nerdfont-☝*
| 09758   | \u261e  | ☞     | *nerdfont-09758* *nerdfont-u261e* *nerdfont-☞*
| 09759   | \u261f  | ☟     | *nerdfont-09759* *nerdfont-u261f* *nerdfont-☟*
| 09760   | \u2620  | ☠     | *nerdfont-09760* *nerdfont-u2620* *nerdfont-☠*
| 09761   | \u2621  | ☡     | *nerdfont-09761* *nerdfont-u2621* *nerdfont-☡*
| 09762   | \u2622  | ☢     | *nerdfont-09762* *nerdfont-u2622* *nerdfont-☢*
| 09763   | \u2623  | ☣     | *nerdfont-09763* *nerdfont-u2623* *nerdfont-☣*
| 09764   | \u2624  | ☤     | *nerdfont-09764* *nerdfont-u2624* *nerdfont-☤*
| 09765   | \u2625  | ☥     | *nerdfont-09765* *nerdfont-u2625* *nerdfont-☥*
| 09766   | \u2626  | ☦     | *nerdfont-09766* *nerdfont-u2626* *nerdfont-☦*
| 09767   | \u2627  | ☧     | *nerdfont-09767* *nerdfont-u2627* *nerdfont-☧*
| 09768   | \u2628  | ☨     | *nerdfont-09768* *nerdfont-u2628* *nerdfont-☨*
| 09769   | \u2629  | ☩     | *nerdfont-09769* *nerdfont-u2629* *nerdfont-☩*
| 09770   | \u262a  | ☪     | *nerdfont-09770* *nerdfont-u262a* *nerdfont-☪*
| 09771   | \u262b  | ☫     | *nerdfont-09771* *nerdfont-u262b* *nerdfont-☫*
| 09772   | \u262c  | ☬     | *nerdfont-09772* *nerdfont-u262c* *nerdfont-☬*
| 09773   | \u262d  | ☭     | *nerdfont-09773* *nerdfont-u262d* *nerdfont-☭*
| 09774   | \u262e  | ☮     | *nerdfont-09774* *nerdfont-u262e* *nerdfont-☮*
| 09775   | \u262f  | ☯     | *nerdfont-09775* *nerdfont-u262f* *nerdfont-☯*
| 09776   | \u2630  | ☰     | *nerdfont-09776* *nerdfont-u2630* *nerdfont-☰*
| 09777   | \u2631  | ☱     | *nerdfont-09777* *nerdfont-u2631* *nerdfont-☱*
| 09778   | \u2632  | ☲     | *nerdfont-09778* *nerdfont-u2632* *nerdfont-☲*
| 09779   | \u2633  | ☳     | *nerdfont-09779* *nerdfont-u2633* *nerdfont-☳*
| 09780   | \u2634  | ☴     | *nerdfont-09780* *nerdfont-u2634* *nerdfont-☴*
| 09781   | \u2635  | ☵     | *nerdfont-09781* *nerdfont-u2635* *nerdfont-☵*
| 09782   | \u2636  | ☶     | *nerdfont-09782* *nerdfont-u2636* *nerdfont-☶*
| 09783   | \u2637  | ☷     | *nerdfont-09783* *nerdfont-u2637* *nerdfont-☷*
| 09784   | \u2638  | ☸     | *nerdfont-09784* *nerdfont-u2638* *nerdfont-☸*
| 09785   | \u2639  | ☹     | *nerdfont-09785* *nerdfont-u2639* *nerdfont-☹*
| 09786   | \u263a  | ☺     | *nerdfont-09786* *nerdfont-u263a* *nerdfont-☺*
| 09787   | \u263b  | ☻     | *nerdfont-09787* *nerdfont-u263b* *nerdfont-☻*
| 09788   | \u263c  | ☼     | *nerdfont-09788* *nerdfont-u263c* *nerdfont-☼*
| 09789   | \u263d  | ☽     | *nerdfont-09789* *nerdfont-u263d* *nerdfont-☽*
| 09790   | \u263e  | ☾     | *nerdfont-09790* *nerdfont-u263e* *nerdfont-☾*
| 09791   | \u263f  | ☿     | *nerdfont-09791* *nerdfont-u263f* *nerdfont-☿*
| 09792   | \u2640  | ♀     | *nerdfont-09792* *nerdfont-u2640* *nerdfont-♀*
| 09793   | \u2641  | ♁     | *nerdfont-09793* *nerdfont-u2641* *nerdfont-♁*
| 09794   | \u2642  | ♂     | *nerdfont-09794* *nerdfont-u2642* *nerdfont-♂*
| 09795   | \u2643  | ♃     | *nerdfont-09795* *nerdfont-u2643* *nerdfont-♃*
| 09796   | \u2644  | ♄     | *nerdfont-09796* *nerdfont-u2644* *nerdfont-♄*
| 09797   | \u2645  | ♅     | *nerdfont-09797* *nerdfont-u2645* *nerdfont-♅*
| 09798   | \u2646  | ♆     | *nerdfont-09798* *nerdfont-u2646* *nerdfont-♆*
| 09799   | \u2647  | ♇     | *nerdfont-09799* *nerdfont-u2647* *nerdfont-♇*
| 09800   | \u2648  |      ♈| *nerdfont-09800* *nerdfont-u2648* *nerdfont-♈*
