*iec-power-symbols.txt*  Nerd Font Cheatsheets - IEC Power Symbols

===============================================================================
														   *iec-power-symbols*
Nerd Font - IEC Power Symbols ~

| Decimal | Unicode | Glyph |
| 10075   | \u275b  | ❛     | *nerdfont-10075* *nerdfont-u275b* *nerdfont-❛*
| 10076   | \u275c  | ❜     | *nerdfont-10076* *nerdfont-u275c* *nerdfont-❜*
| 10077   | \u275d  | ❝     | *nerdfont-10077* *nerdfont-u275d* *nerdfont-❝*
| 10078   | \u275e  | ❞     | *nerdfont-10078* *nerdfont-u275e* *nerdfont-❞*
| 10079   | \u275f  | ❟     | *nerdfont-10079* *nerdfont-u275f* *nerdfont-❟*
| 10080   | \u2760  | ❠     | *nerdfont-10080* *nerdfont-u2760* *nerdfont-❠*
| 10081   | \u2761  | ❡     | *nerdfont-10081* *nerdfont-u2761* *nerdfont-❡*
| 10082   | \u2762  | ❢     | *nerdfont-10082* *nerdfont-u2762* *nerdfont-❢*
| 10083   | \u2763  | ❣     | *nerdfont-10083* *nerdfont-u2763* *nerdfont-❣*
| 10084   | \u2764  | ❤     | *nerdfont-10084* *nerdfont-u2764* *nerdfont-❤*
| 10085   | \u2765  | ❥     | *nerdfont-10085* *nerdfont-u2765* *nerdfont-❥*
| 10086   | \u2766  | ❦     | *nerdfont-10086* *nerdfont-u2766* *nerdfont-❦*
| 10087   | \u2767  | ❧     | *nerdfont-10087* *nerdfont-u2767* *nerdfont-❧*
| 10088   | \u2768  | ❨     | *nerdfont-10088* *nerdfont-u2768* *nerdfont-❨*
| 10089   | \u2769  | ❩     | *nerdfont-10089* *nerdfont-u2769* *nerdfont-❩*
| 10090   | \u276a  | ❪     | *nerdfont-10090* *nerdfont-u276a* *nerdfont-❪*
| 10091   | \u276b  | ❫     | *nerdfont-10091* *nerdfont-u276b* *nerdfont-❫*
| 10092   | \u276c  | ❬     | *nerdfont-10092* *nerdfont-u276c* *nerdfont-❬*
| 10093   | \u276d  | ❭     | *nerdfont-10093* *nerdfont-u276d* *nerdfont-❭*
| 10094   | \u276e  | ❮     | *nerdfont-10094* *nerdfont-u276e* *nerdfont-❮*
| 10095   | \u276f  | ❯     | *nerdfont-10095* *nerdfont-u276f* *nerdfont-❯*
| 10096   | \u2770  | ❰     | *nerdfont-10096* *nerdfont-u2770* *nerdfont-❰*
| 10097   | \u2771  | ❱     | *nerdfont-10097* *nerdfont-u2771* *nerdfont-❱*
| 10098   | \u2772  | ❲     | *nerdfont-10098* *nerdfont-u2772* *nerdfont-❲*
| 10099   | \u2773  | ❳     | *nerdfont-10099* *nerdfont-u2773* *nerdfont-❳*
| 10100   | \u2774  | ❴     | *nerdfont-10100* *nerdfont-u2774* *nerdfont-❴*
| 10101   | \u2775  | ❵     | *nerdfont-10101* *nerdfont-u2775* *nerdfont-❵*
| 10102   | \u2776  | ❶     | *nerdfont-10102* *nerdfont-u2776* *nerdfont-❶*
| 10103   | \u2777  | ❷     | *nerdfont-10103* *nerdfont-u2777* *nerdfont-❷*
| 10104   | \u2778  | ❸     | *nerdfont-10104* *nerdfont-u2778* *nerdfont-❸*
| 10105   | \u2779  | ❹     | *nerdfont-10105* *nerdfont-u2779* *nerdfont-❹*
| 10106   | \u277a  | ❺     | *nerdfont-10106* *nerdfont-u277a* *nerdfont-❺*
| 10107   | \u277b  | ❻     | *nerdfont-10107* *nerdfont-u277b* *nerdfont-❻*
| 10108   | \u277c  | ❼     | *nerdfont-10108* *nerdfont-u277c* *nerdfont-❼*
| 10109   | \u277d  | ❽     | *nerdfont-10109* *nerdfont-u277d* *nerdfont-❽*
| 10110   | \u277e  | ❾     | *nerdfont-10110* *nerdfont-u277e* *nerdfont-❾*
| 10111   | \u277f  | ❿     | *nerdfont-10111* *nerdfont-u277f* *nerdfont-❿*
| 10112   | \u2780  | ➀     | *nerdfont-10112* *nerdfont-u2780* *nerdfont-➀*
| 10113   | \u2781  | ➁     | *nerdfont-10113* *nerdfont-u2781* *nerdfont-➁*
| 10114   | \u2782  | ➂     | *nerdfont-10114* *nerdfont-u2782* *nerdfont-➂*
| 10115   | \u2783  | ➃     | *nerdfont-10115* *nerdfont-u2783* *nerdfont-➃*
| 10116   | \u2784  | ➄     | *nerdfont-10116* *nerdfont-u2784* *nerdfont-➄*
| 10117   | \u2785  | ➅     | *nerdfont-10117* *nerdfont-u2785* *nerdfont-➅*
| 10118   | \u2786  | ➆     | *nerdfont-10118* *nerdfont-u2786* *nerdfont-➆*
| 10119   | \u2787  | ➇     | *nerdfont-10119* *nerdfont-u2787* *nerdfont-➇*
| 10120   | \u2788  | ➈     | *nerdfont-10120* *nerdfont-u2788* *nerdfont-➈*
| 10121   | \u2789  | ➉     | *nerdfont-10121* *nerdfont-u2789* *nerdfont-➉*
| 10122   | \u278a  | ➊     | *nerdfont-10122* *nerdfont-u278a* *nerdfont-➊*
| 10123   | \u278b  | ➋     | *nerdfont-10123* *nerdfont-u278b* *nerdfont-➋*
| 10124   | \u278c  | ➌     | *nerdfont-10124* *nerdfont-u278c* *nerdfont-➌*
| 10125   | \u278d  | ➍     | *nerdfont-10125* *nerdfont-u278d* *nerdfont-➍*
| 10126   | \u278e  | ➎     | *nerdfont-10126* *nerdfont-u278e* *nerdfont-➎*
| 10127   | \u278f  | ➏     | *nerdfont-10127* *nerdfont-u278f* *nerdfont-➏*
| 10128   | \u2790  | ➐     | *nerdfont-10128* *nerdfont-u2790* *nerdfont-➐*
| 10129   | \u2791  | ➑     | *nerdfont-10129* *nerdfont-u2791* *nerdfont-➑*
| 10130   | \u2792  | ➒     | *nerdfont-10130* *nerdfont-u2792* *nerdfont-➒*
| 10131   | \u2793  | ➓     | *nerdfont-10131* *nerdfont-u2793* *nerdfont-➓*
| 10132   | \u2794  | ➔     | *nerdfont-10132* *nerdfont-u2794* *nerdfont-➔*
| 10133   | \u2795  |      ➕| *nerdfont-10133* *nerdfont-u2795* *nerdfont-➕*
| 10134   | \u2796  |      ➖| *nerdfont-10134* *nerdfont-u2796* *nerdfont-➖*
| 10135   | \u2797  |      ➗| *nerdfont-10135* *nerdfont-u2797* *nerdfont-➗*
| 10136   | \u2798  | ➘     | *nerdfont-10136* *nerdfont-u2798* *nerdfont-➘*
| 10137   | \u2799  | ➙     | *nerdfont-10137* *nerdfont-u2799* *nerdfont-➙*
| 10138   | \u279a  | ➚     | *nerdfont-10138* *nerdfont-u279a* *nerdfont-➚*
| 10139   | \u279b  | ➛     | *nerdfont-10139* *nerdfont-u279b* *nerdfont-➛*
| 10140   | \u279c  | ➜     | *nerdfont-10140* *nerdfont-u279c* *nerdfont-➜*
| 10141   | \u279d  | ➝     | *nerdfont-10141* *nerdfont-u279d* *nerdfont-➝*
| 10142   | \u279e  | ➞     | *nerdfont-10142* *nerdfont-u279e* *nerdfont-➞*
| 10143   | \u279f  | ➟     | *nerdfont-10143* *nerdfont-u279f* *nerdfont-➟*
| 10144   | \u27a0  | ➠     | *nerdfont-10144* *nerdfont-u27a0* *nerdfont-➠*
| 10145   | \u27a1  | ➡     | *nerdfont-10145* *nerdfont-u27a1* *nerdfont-➡*
| 10146   | \u27a2  | ➢     | *nerdfont-10146* *nerdfont-u27a2* *nerdfont-➢*
| 10147   | \u27a3  | ➣     | *nerdfont-10147* *nerdfont-u27a3* *nerdfont-➣*
| 10148   | \u27a4  | ➤     | *nerdfont-10148* *nerdfont-u27a4* *nerdfont-➤*
| 10149   | \u27a5  | ➥     | *nerdfont-10149* *nerdfont-u27a5* *nerdfont-➥*
| 10150   | \u27a6  | ➦     | *nerdfont-10150* *nerdfont-u27a6* *nerdfont-➦*
| 10151   | \u27a7  | ➧     | *nerdfont-10151* *nerdfont-u27a7* *nerdfont-➧*
| 10152   | \u27a8  | ➨     | *nerdfont-10152* *nerdfont-u27a8* *nerdfont-➨*
| 10153   | \u27a9  | ➩     | *nerdfont-10153* *nerdfont-u27a9* *nerdfont-➩*
| 10154   | \u27aa  | ➪     | *nerdfont-10154* *nerdfont-u27aa* *nerdfont-➪*
| 10155   | \u27ab  | ➫     | *nerdfont-10155* *nerdfont-u27ab* *nerdfont-➫*
| 10156   | \u27ac  | ➬     | *nerdfont-10156* *nerdfont-u27ac* *nerdfont-➬*
| 10157   | \u27ad  | ➭     | *nerdfont-10157* *nerdfont-u27ad* *nerdfont-➭*
| 10158   | \u27ae  | ➮     | *nerdfont-10158* *nerdfont-u27ae* *nerdfont-➮*
| 10159   | \u27af  | ➯     | *nerdfont-10159* *nerdfont-u27af* *nerdfont-➯*
| 10160   | \u27b0  |      ➰| *nerdfont-10160* *nerdfont-u27b0* *nerdfont-➰*
| 10161   | \u27b1  | ➱     | *nerdfont-10161* *nerdfont-u27b1* *nerdfont-➱*
| 10162   | \u27b2  | ➲     | *nerdfont-10162* *nerdfont-u27b2* *nerdfont-➲*
| 10163   | \u27b3  | ➳     | *nerdfont-10163* *nerdfont-u27b3* *nerdfont-➳*
| 10164   | \u27b4  | ➴     | *nerdfont-10164* *nerdfont-u27b4* *nerdfont-➴*
| 10165   | \u27b5  | ➵     | *nerdfont-10165* *nerdfont-u27b5* *nerdfont-➵*
| 10166   | \u27b6  | ➶     | *nerdfont-10166* *nerdfont-u27b6* *nerdfont-➶*
| 10167   | \u27b7  | ➷     | *nerdfont-10167* *nerdfont-u27b7* *nerdfont-➷*
| 10168   | \u27b8  | ➸     | *nerdfont-10168* *nerdfont-u27b8* *nerdfont-➸*
| 10169   | \u27b9  | ➹     | *nerdfont-10169* *nerdfont-u27b9* *nerdfont-➹*
| 10170   | \u27ba  | ➺     | *nerdfont-10170* *nerdfont-u27ba* *nerdfont-➺*
| 10171   | \u27bb  | ➻     | *nerdfont-10171* *nerdfont-u27bb* *nerdfont-➻*
| 10172   | \u27bc  | ➼     | *nerdfont-10172* *nerdfont-u27bc* *nerdfont-➼*
| 10173   | \u27bd  | ➽     | *nerdfont-10173* *nerdfont-u27bd* *nerdfont-➽*
| 10174   | \u27be  | ➾     | *nerdfont-10174* *nerdfont-u27be* *nerdfont-➾*
| 10175   | \u27bf  |      ➿| *nerdfont-10175* *nerdfont-u27bf* *nerdfont-➿*
| 10176   | \u27c0  | ⟀     | *nerdfont-10176* *nerdfont-u27c0* *nerdfont-⟀*
| 10177   | \u27c1  | ⟁     | *nerdfont-10177* *nerdfont-u27c1* *nerdfont-⟁*
| 10178   | \u27c2  | ⟂     | *nerdfont-10178* *nerdfont-u27c2* *nerdfont-⟂*
| 10179   | \u27c3  | ⟃     | *nerdfont-10179* *nerdfont-u27c3* *nerdfont-⟃*
| 10180   | \u27c4  | ⟄     | *nerdfont-10180* *nerdfont-u27c4* *nerdfont-⟄*
| 10181   | \u27c5  | ⟅     | *nerdfont-10181* *nerdfont-u27c5* *nerdfont-⟅*
| 10182   | \u27c6  | ⟆     | *nerdfont-10182* *nerdfont-u27c6* *nerdfont-⟆*
| 10183   | \u27c7  | ⟇     | *nerdfont-10183* *nerdfont-u27c7* *nerdfont-⟇*
| 10184   | \u27c8  | ⟈     | *nerdfont-10184* *nerdfont-u27c8* *nerdfont-⟈*
| 10185   | \u27c9  | ⟉     | *nerdfont-10185* *nerdfont-u27c9* *nerdfont-⟉*
| 10186   | \u27ca  | ⟊     | *nerdfont-10186* *nerdfont-u27ca* *nerdfont-⟊*
| 10187   | \u27cb  | ⟋     | *nerdfont-10187* *nerdfont-u27cb* *nerdfont-⟋*
| 10188   | \u27cc  | ⟌     | *nerdfont-10188* *nerdfont-u27cc* *nerdfont-⟌*
| 10189   | \u27cd  | ⟍     | *nerdfont-10189* *nerdfont-u27cd* *nerdfont-⟍*
| 10190   | \u27ce  | ⟎     | *nerdfont-10190* *nerdfont-u27ce* *nerdfont-⟎*
| 10191   | \u27cf  | ⟏     | *nerdfont-10191* *nerdfont-u27cf* *nerdfont-⟏*
| 10192   | \u27d0  | ⟐     | *nerdfont-10192* *nerdfont-u27d0* *nerdfont-⟐*
| 10193   | \u27d1  | ⟑     | *nerdfont-10193* *nerdfont-u27d1* *nerdfont-⟑*
| 10194   | \u27d2  | ⟒     | *nerdfont-10194* *nerdfont-u27d2* *nerdfont-⟒*
| 10195   | \u27d3  | ⟓     | *nerdfont-10195* *nerdfont-u27d3* *nerdfont-⟓*
| 10196   | \u27d4  | ⟔     | *nerdfont-10196* *nerdfont-u27d4* *nerdfont-⟔*
| 10197   | \u27d5  | ⟕     | *nerdfont-10197* *nerdfont-u27d5* *nerdfont-⟕*
| 10198   | \u27d6  | ⟖     | *nerdfont-10198* *nerdfont-u27d6* *nerdfont-⟖*
| 10199   | \u27d7  | ⟗     | *nerdfont-10199* *nerdfont-u27d7* *nerdfont-⟗*
| 10200   | \u27d8  | ⟘     | *nerdfont-10200* *nerdfont-u27d8* *nerdfont-⟘*
| 10201   | \u27d9  | ⟙     | *nerdfont-10201* *nerdfont-u27d9* *nerdfont-⟙*
| 10202   | \u27da  | ⟚     | *nerdfont-10202* *nerdfont-u27da* *nerdfont-⟚*
| 10203   | \u27db  | ⟛     | *nerdfont-10203* *nerdfont-u27db* *nerdfont-⟛*
| 10204   | \u27dc  | ⟜     | *nerdfont-10204* *nerdfont-u27dc* *nerdfont-⟜*
| 10205   | \u27dd  | ⟝     | *nerdfont-10205* *nerdfont-u27dd* *nerdfont-⟝*
| 10206   | \u27de  | ⟞     | *nerdfont-10206* *nerdfont-u27de* *nerdfont-⟞*
| 10207   | \u27df  | ⟟     | *nerdfont-10207* *nerdfont-u27df* *nerdfont-⟟*
| 10208   | \u27e0  | ⟠     | *nerdfont-10208* *nerdfont-u27e0* *nerdfont-⟠*
| 10209   | \u27e1  | ⟡     | *nerdfont-10209* *nerdfont-u27e1* *nerdfont-⟡*
| 10210   | \u27e2  | ⟢     | *nerdfont-10210* *nerdfont-u27e2* *nerdfont-⟢*
| 10211   | \u27e3  | ⟣     | *nerdfont-10211* *nerdfont-u27e3* *nerdfont-⟣*
| 10212   | \u27e4  | ⟤     | *nerdfont-10212* *nerdfont-u27e4* *nerdfont-⟤*
| 10213   | \u27e5  | ⟥     | *nerdfont-10213* *nerdfont-u27e5* *nerdfont-⟥*
| 10214   | \u27e6  | ⟦     | *nerdfont-10214* *nerdfont-u27e6* *nerdfont-⟦*
| 10215   | \u27e7  | ⟧     | *nerdfont-10215* *nerdfont-u27e7* *nerdfont-⟧*
| 10216   | \u27e8  | ⟨     | *nerdfont-10216* *nerdfont-u27e8* *nerdfont-⟨*
| 10217   | \u27e9  | ⟩     | *nerdfont-10217* *nerdfont-u27e9* *nerdfont-⟩*
| 10218   | \u27ea  | ⟪     | *nerdfont-10218* *nerdfont-u27ea* *nerdfont-⟪*
| 10219   | \u27eb  | ⟫     | *nerdfont-10219* *nerdfont-u27eb* *nerdfont-⟫*
| 10220   | \u27ec  | ⟬     | *nerdfont-10220* *nerdfont-u27ec* *nerdfont-⟬*
| 10221   | \u27ed  | ⟭     | *nerdfont-10221* *nerdfont-u27ed* *nerdfont-⟭*
| 10222   | \u27ee  | ⟮     | *nerdfont-10222* *nerdfont-u27ee* *nerdfont-⟮*
| 10223   | \u27ef  | ⟯     | *nerdfont-10223* *nerdfont-u27ef* *nerdfont-⟯*
| 10224   | \u27f0  | ⟰     | *nerdfont-10224* *nerdfont-u27f0* *nerdfont-⟰*
| 10225   | \u27f1  | ⟱     | *nerdfont-10225* *nerdfont-u27f1* *nerdfont-⟱*
| 10226   | \u27f2  | ⟲     | *nerdfont-10226* *nerdfont-u27f2* *nerdfont-⟲*
| 10227   | \u27f3  | ⟳     | *nerdfont-10227* *nerdfont-u27f3* *nerdfont-⟳*
| 10228   | \u27f4  | ⟴     | *nerdfont-10228* *nerdfont-u27f4* *nerdfont-⟴*
| 10229   | \u27f5  | ⟵     | *nerdfont-10229* *nerdfont-u27f5* *nerdfont-⟵*
| 10230   | \u27f6  | ⟶     | *nerdfont-10230* *nerdfont-u27f6* *nerdfont-⟶*
| 10231   | \u27f7  | ⟷     | *nerdfont-10231* *nerdfont-u27f7* *nerdfont-⟷*
| 10232   | \u27f8  | ⟸     | *nerdfont-10232* *nerdfont-u27f8* *nerdfont-⟸*
| 10233   | \u27f9  | ⟹     | *nerdfont-10233* *nerdfont-u27f9* *nerdfont-⟹*
| 10234   | \u27fa  | ⟺     | *nerdfont-10234* *nerdfont-u27fa* *nerdfont-⟺*
| 10235   | \u27fb  | ⟻     | *nerdfont-10235* *nerdfont-u27fb* *nerdfont-⟻*
| 10236   | \u27fc  | ⟼     | *nerdfont-10236* *nerdfont-u27fc* *nerdfont-⟼*
| 10237   | \u27fd  | ⟽     | *nerdfont-10237* *nerdfont-u27fd* *nerdfont-⟽*
| 10238   | \u27fe  | ⟾     | *nerdfont-10238* *nerdfont-u27fe* *nerdfont-⟾*
| 10239   | \u27ff  | ⟿     | *nerdfont-10239* *nerdfont-u27ff* *nerdfont-⟿*
| 10240   | \u2800  | ⠀     | *nerdfont-10240* *nerdfont-u2800* *nerdfont-⠀*
| 10241   | \u2801  | ⠁     | *nerdfont-10241* *nerdfont-u2801* *nerdfont-⠁*
| 10242   | \u2802  | ⠂     | *nerdfont-10242* *nerdfont-u2802* *nerdfont-⠂*
| 10243   | \u2803  | ⠃     | *nerdfont-10243* *nerdfont-u2803* *nerdfont-⠃*
| 10244   | \u2804  | ⠄     | *nerdfont-10244* *nerdfont-u2804* *nerdfont-⠄*
| 10245   | \u2805  | ⠅     | *nerdfont-10245* *nerdfont-u2805* *nerdfont-⠅*
| 10246   | \u2806  | ⠆     | *nerdfont-10246* *nerdfont-u2806* *nerdfont-⠆*
| 10247   | \u2807  | ⠇     | *nerdfont-10247* *nerdfont-u2807* *nerdfont-⠇*
| 10248   | \u2808  | ⠈     | *nerdfont-10248* *nerdfont-u2808* *nerdfont-⠈*
| 10249   | \u2809  | ⠉     | *nerdfont-10249* *nerdfont-u2809* *nerdfont-⠉*
| 10250   | \u280a  | ⠊     | *nerdfont-10250* *nerdfont-u280a* *nerdfont-⠊*
| 10251   | \u280b  | ⠋     | *nerdfont-10251* *nerdfont-u280b* *nerdfont-⠋*
| 10252   | \u280c  | ⠌     | *nerdfont-10252* *nerdfont-u280c* *nerdfont-⠌*
| 10253   | \u280d  | ⠍     | *nerdfont-10253* *nerdfont-u280d* *nerdfont-⠍*
| 10254   | \u280e  | ⠎     | *nerdfont-10254* *nerdfont-u280e* *nerdfont-⠎*
| 10255   | \u280f  | ⠏     | *nerdfont-10255* *nerdfont-u280f* *nerdfont-⠏*
| 10256   | \u2810  | ⠐     | *nerdfont-10256* *nerdfont-u2810* *nerdfont-⠐*
| 10257   | \u2811  | ⠑     | *nerdfont-10257* *nerdfont-u2811* *nerdfont-⠑*
| 10258   | \u2812  | ⠒     | *nerdfont-10258* *nerdfont-u2812* *nerdfont-⠒*
| 10259   | \u2813  | ⠓     | *nerdfont-10259* *nerdfont-u2813* *nerdfont-⠓*
| 10260   | \u2814  | ⠔     | *nerdfont-10260* *nerdfont-u2814* *nerdfont-⠔*
| 10261   | \u2815  | ⠕     | *nerdfont-10261* *nerdfont-u2815* *nerdfont-⠕*
| 10262   | \u2816  | ⠖     | *nerdfont-10262* *nerdfont-u2816* *nerdfont-⠖*
| 10263   | \u2817  | ⠗     | *nerdfont-10263* *nerdfont-u2817* *nerdfont-⠗*
| 10264   | \u2818  | ⠘     | *nerdfont-10264* *nerdfont-u2818* *nerdfont-⠘*
| 10265   | \u2819  | ⠙     | *nerdfont-10265* *nerdfont-u2819* *nerdfont-⠙*
| 10266   | \u281a  | ⠚     | *nerdfont-10266* *nerdfont-u281a* *nerdfont-⠚*
| 10267   | \u281b  | ⠛     | *nerdfont-10267* *nerdfont-u281b* *nerdfont-⠛*
| 10268   | \u281c  | ⠜     | *nerdfont-10268* *nerdfont-u281c* *nerdfont-⠜*
| 10269   | \u281d  | ⠝     | *nerdfont-10269* *nerdfont-u281d* *nerdfont-⠝*
| 10270   | \u281e  | ⠞     | *nerdfont-10270* *nerdfont-u281e* *nerdfont-⠞*
| 10271   | \u281f  | ⠟     | *nerdfont-10271* *nerdfont-u281f* *nerdfont-⠟*
| 10272   | \u2820  | ⠠     | *nerdfont-10272* *nerdfont-u2820* *nerdfont-⠠*
| 10273   | \u2821  | ⠡     | *nerdfont-10273* *nerdfont-u2821* *nerdfont-⠡*
| 10274   | \u2822  | ⠢     | *nerdfont-10274* *nerdfont-u2822* *nerdfont-⠢*
| 10275   | \u2823  | ⠣     | *nerdfont-10275* *nerdfont-u2823* *nerdfont-⠣*
| 10276   | \u2824  | ⠤     | *nerdfont-10276* *nerdfont-u2824* *nerdfont-⠤*
| 10277   | \u2825  | ⠥     | *nerdfont-10277* *nerdfont-u2825* *nerdfont-⠥*
| 10278   | \u2826  | ⠦     | *nerdfont-10278* *nerdfont-u2826* *nerdfont-⠦*
| 10279   | \u2827  | ⠧     | *nerdfont-10279* *nerdfont-u2827* *nerdfont-⠧*
| 10280   | \u2828  | ⠨     | *nerdfont-10280* *nerdfont-u2828* *nerdfont-⠨*
| 10281   | \u2829  | ⠩     | *nerdfont-10281* *nerdfont-u2829* *nerdfont-⠩*
| 10282   | \u282a  | ⠪     | *nerdfont-10282* *nerdfont-u282a* *nerdfont-⠪*
| 10283   | \u282b  | ⠫     | *nerdfont-10283* *nerdfont-u282b* *nerdfont-⠫*
| 10284   | \u282c  | ⠬     | *nerdfont-10284* *nerdfont-u282c* *nerdfont-⠬*
| 10285   | \u282d  | ⠭     | *nerdfont-10285* *nerdfont-u282d* *nerdfont-⠭*
| 10286   | \u282e  | ⠮     | *nerdfont-10286* *nerdfont-u282e* *nerdfont-⠮*
| 10287   | \u282f  | ⠯     | *nerdfont-10287* *nerdfont-u282f* *nerdfont-⠯*
| 10288   | \u2830  | ⠰     | *nerdfont-10288* *nerdfont-u2830* *nerdfont-⠰*
| 10289   | \u2831  | ⠱     | *nerdfont-10289* *nerdfont-u2831* *nerdfont-⠱*
| 10290   | \u2832  | ⠲     | *nerdfont-10290* *nerdfont-u2832* *nerdfont-⠲*
| 10291   | \u2833  | ⠳     | *nerdfont-10291* *nerdfont-u2833* *nerdfont-⠳*
| 10292   | \u2834  | ⠴     | *nerdfont-10292* *nerdfont-u2834* *nerdfont-⠴*
| 10293   | \u2835  | ⠵     | *nerdfont-10293* *nerdfont-u2835* *nerdfont-⠵*
| 10294   | \u2836  | ⠶     | *nerdfont-10294* *nerdfont-u2836* *nerdfont-⠶*
| 10295   | \u2837  | ⠷     | *nerdfont-10295* *nerdfont-u2837* *nerdfont-⠷*
| 10296   | \u2838  | ⠸     | *nerdfont-10296* *nerdfont-u2838* *nerdfont-⠸*
| 10297   | \u2839  | ⠹     | *nerdfont-10297* *nerdfont-u2839* *nerdfont-⠹*
| 10298   | \u283a  | ⠺     | *nerdfont-10298* *nerdfont-u283a* *nerdfont-⠺*
| 10299   | \u283b  | ⠻     | *nerdfont-10299* *nerdfont-u283b* *nerdfont-⠻*
| 10300   | \u283c  | ⠼     | *nerdfont-10300* *nerdfont-u283c* *nerdfont-⠼*
| 10301   | \u283d  | ⠽     | *nerdfont-10301* *nerdfont-u283d* *nerdfont-⠽*
| 10302   | \u283e  | ⠾     | *nerdfont-10302* *nerdfont-u283e* *nerdfont-⠾*
| 10303   | \u283f  | ⠿     | *nerdfont-10303* *nerdfont-u283f* *nerdfont-⠿*
| 10304   | \u2840  | ⡀     | *nerdfont-10304* *nerdfont-u2840* *nerdfont-⡀*
| 10305   | \u2841  | ⡁     | *nerdfont-10305* *nerdfont-u2841* *nerdfont-⡁*
| 10306   | \u2842  | ⡂     | *nerdfont-10306* *nerdfont-u2842* *nerdfont-⡂*
| 10307   | \u2843  | ⡃     | *nerdfont-10307* *nerdfont-u2843* *nerdfont-⡃*
| 10308   | \u2844  | ⡄     | *nerdfont-10308* *nerdfont-u2844* *nerdfont-⡄*
| 10309   | \u2845  | ⡅     | *nerdfont-10309* *nerdfont-u2845* *nerdfont-⡅*
| 10310   | \u2846  | ⡆     | *nerdfont-10310* *nerdfont-u2846* *nerdfont-⡆*
| 10311   | \u2847  | ⡇     | *nerdfont-10311* *nerdfont-u2847* *nerdfont-⡇*
| 10312   | \u2848  | ⡈     | *nerdfont-10312* *nerdfont-u2848* *nerdfont-⡈*
| 10313   | \u2849  | ⡉     | *nerdfont-10313* *nerdfont-u2849* *nerdfont-⡉*
| 10314   | \u284a  | ⡊     | *nerdfont-10314* *nerdfont-u284a* *nerdfont-⡊*
| 10315   | \u284b  | ⡋     | *nerdfont-10315* *nerdfont-u284b* *nerdfont-⡋*
| 10316   | \u284c  | ⡌     | *nerdfont-10316* *nerdfont-u284c* *nerdfont-⡌*
| 10317   | \u284d  | ⡍     | *nerdfont-10317* *nerdfont-u284d* *nerdfont-⡍*
| 10318   | \u284e  | ⡎     | *nerdfont-10318* *nerdfont-u284e* *nerdfont-⡎*
| 10319   | \u284f  | ⡏     | *nerdfont-10319* *nerdfont-u284f* *nerdfont-⡏*
| 10320   | \u2850  | ⡐     | *nerdfont-10320* *nerdfont-u2850* *nerdfont-⡐*
| 10321   | \u2851  | ⡑     | *nerdfont-10321* *nerdfont-u2851* *nerdfont-⡑*
| 10322   | \u2852  | ⡒     | *nerdfont-10322* *nerdfont-u2852* *nerdfont-⡒*
| 10323   | \u2853  | ⡓     | *nerdfont-10323* *nerdfont-u2853* *nerdfont-⡓*
| 10324   | \u2854  | ⡔     | *nerdfont-10324* *nerdfont-u2854* *nerdfont-⡔*
| 10325   | \u2855  | ⡕     | *nerdfont-10325* *nerdfont-u2855* *nerdfont-⡕*
| 10326   | \u2856  | ⡖     | *nerdfont-10326* *nerdfont-u2856* *nerdfont-⡖*
| 10327   | \u2857  | ⡗     | *nerdfont-10327* *nerdfont-u2857* *nerdfont-⡗*
| 10328   | \u2858  | ⡘     | *nerdfont-10328* *nerdfont-u2858* *nerdfont-⡘*
| 10329   | \u2859  | ⡙     | *nerdfont-10329* *nerdfont-u2859* *nerdfont-⡙*
| 10330   | \u285a  | ⡚     | *nerdfont-10330* *nerdfont-u285a* *nerdfont-⡚*
| 10331   | \u285b  | ⡛     | *nerdfont-10331* *nerdfont-u285b* *nerdfont-⡛*
| 10332   | \u285c  | ⡜     | *nerdfont-10332* *nerdfont-u285c* *nerdfont-⡜*
| 10333   | \u285d  | ⡝     | *nerdfont-10333* *nerdfont-u285d* *nerdfont-⡝*
| 10334   | \u285e  | ⡞     | *nerdfont-10334* *nerdfont-u285e* *nerdfont-⡞*
| 10335   | \u285f  | ⡟     | *nerdfont-10335* *nerdfont-u285f* *nerdfont-⡟*
| 10336   | \u2860  | ⡠     | *nerdfont-10336* *nerdfont-u2860* *nerdfont-⡠*
| 10337   | \u2861  | ⡡     | *nerdfont-10337* *nerdfont-u2861* *nerdfont-⡡*
| 10338   | \u2862  | ⡢     | *nerdfont-10338* *nerdfont-u2862* *nerdfont-⡢*
| 10339   | \u2863  | ⡣     | *nerdfont-10339* *nerdfont-u2863* *nerdfont-⡣*
| 10340   | \u2864  | ⡤     | *nerdfont-10340* *nerdfont-u2864* *nerdfont-⡤*
| 10341   | \u2865  | ⡥     | *nerdfont-10341* *nerdfont-u2865* *nerdfont-⡥*
| 10342   | \u2866  | ⡦     | *nerdfont-10342* *nerdfont-u2866* *nerdfont-⡦*
| 10343   | \u2867  | ⡧     | *nerdfont-10343* *nerdfont-u2867* *nerdfont-⡧*
| 10344   | \u2868  | ⡨     | *nerdfont-10344* *nerdfont-u2868* *nerdfont-⡨*
| 10345   | \u2869  | ⡩     | *nerdfont-10345* *nerdfont-u2869* *nerdfont-⡩*
| 10346   | \u286a  | ⡪     | *nerdfont-10346* *nerdfont-u286a* *nerdfont-⡪*
| 10347   | \u286b  | ⡫     | *nerdfont-10347* *nerdfont-u286b* *nerdfont-⡫*
